links_bchighwaycam,links_imageDisplay,links_imageThumbnail,links_replayTheDay,id,highway_number,highway_locationDescription,camName,caption,credit,orientation,latitude,longitude
https://images.drivebc.ca/bchighwaycam/pub/html/www/100.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/100.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/100.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=100,100,97,Northern Region,Summit Lake Road - N,"Highway 97 about 49 km north of Prince George at Summit Lake Road, looking north.",,N,54.269923 ,-122.627842 
https://images.drivebc.ca/bchighwaycam/pub/html/www/101.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/101.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/101.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=101,101,1,Trans Canada Highway,Rogers Pass,"Highway 1 about 72 km east of Revelstoke at Rogers Pass in Glacier National Park, looking east.",,E,51.301571 ,-117.519902 
https://images.drivebc.ca/bchighwaycam/pub/html/www/102.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/102.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/102.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=102,102,4,,Port Alberni Summit,"Highway 4 about 9 km east of Port Alberni, looking west.",'This camera is located in a poor cell reception area and relies on solar power. As a result transmission delays may occur. Thank you for your understanding.',W,49.247808 ,-124.691240 
https://images.drivebc.ca/bchighwaycam/pub/html/www/103.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/103.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/103.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=103,103,10,,Hwy 10 at King George Boulevard - E,"Highway 10 at King George Boulevard, looking east on Highway 10.",,E,49.105311 ,-122.832247 
https://images.drivebc.ca/bchighwaycam/pub/html/www/104.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/104.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/104.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=104,104,10,,Hwy 10 at King George Boulevard - W,"Highway 10 at King George Boulevard, looking west on Highway 10.",,W,49.105311 ,-122.832247 
https://images.drivebc.ca/bchighwaycam/pub/html/www/109.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/109.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/109.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=109,109,1,Trans Canada Highway,Boston Bar - N,"Highway 1 about 12 km north of Boston Bar at Kahmoose Road in Boothroyd, looking north.",,N,49.963844 ,-121.482138 
https://images.drivebc.ca/bchighwaycam/pub/html/www/110.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/110.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/110.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=110,110,37,,Kitimat,"Highway 37 about 5 km north of Kitimat at Oolichan Avenue, looking north.",,N,54.095474 ,-128.601113 
https://images.drivebc.ca/bchighwaycam/pub/html/www/111.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/111.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/111.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=111,111,16,,Terrace - E,"Highway 16 at Highway 37S on the border of Terrace and Thornhill, looking east on Highway 16.",,E,54.511676 ,-128.558006 
https://images.drivebc.ca/bchighwaycam/pub/html/www/112.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/112.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/112.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=112,112,1,Ironworkers Memorial Bridge to Port Mann,Douglas Road - E,"Highway 1 at Douglas Road overpass, looking east.",,E,49.257750 ,-122.983006 
https://images.drivebc.ca/bchighwaycam/pub/html/www/113.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/113.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/113.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=113,113,1,Ironworkers Memorial Bridge to Port Mann,Douglas Road - W,"Highway 1 at Douglas Road overpass, looking west.",,W,49.257750 ,-122.983006 
https://images.drivebc.ca/bchighwaycam/pub/html/www/114.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/114.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/114.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=114,114,1,Ironworkers Memorial Bridge to Port Mann,Kensington Avenue - E,"Highway 1 at Kensington Avenue, looking east.",,E,49.243673 ,-122.968228 
https://images.drivebc.ca/bchighwaycam/pub/html/www/115.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/115.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/115.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=115,115,1,Ironworkers Memorial Bridge to Port Mann,Kensington Avenue - W,"Highway 1 at Kensington Avenue, looking west.",,W,49.243673 ,-122.968228 
https://images.drivebc.ca/bchighwaycam/pub/html/www/120.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/120.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/120.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=120,120,19,,Cook Creek Road,"Highway 19 about 29 km north of Parksville at Cook Creek Road, looking north.",,N,49.432995 ,-124.744500 
https://images.drivebc.ca/bchighwaycam/pub/html/www/121.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/121.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/121.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=121,121,19,,Black Creek,"Highway 19 about 25 km north of Courtenay at Hamm Road, looking north.",,N,49.828863 ,-125.189134 
https://images.drivebc.ca/bchighwaycam/pub/html/www/122.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/122.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/122.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=122,122,16,,Savory Rest Area - E,"Highway 16 about 46 km east of Burns Lake, looking east.",,E,54.093915 ,-125.176033 
https://images.drivebc.ca/bchighwaycam/pub/html/www/123.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/123.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/123.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=123,123,52,,Tumbler Ridge,"Highway 29 at Highway 52 junction, looking westbound on Highway 29.",,W,55.111334 ,-120.969793 
https://images.drivebc.ca/bchighwaycam/pub/html/www/124.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/124.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/124.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=124,124,97,Northern Region,Fort Nelson,"Highway 97 at Fort Nelson weigh scale, looking north.",,N,58.747749 ,-122.677849 
https://images.drivebc.ca/bchighwaycam/pub/html/www/125.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/125.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/125.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=125,125,97,Northern Region,Mile 73 - N,"Highway 97 at Mile 73 Road about 44 km north of Fort St. John, looking north.",,N,56.541525 ,-121.252604 
https://images.drivebc.ca/bchighwaycam/pub/html/www/126.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/126.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/126.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=126,126,2,,Tupper - E,"Highway 2 about 2 km west of BC/Alberta border at Highway 2 and Highway 52 junction, looking east.",,E,55.485333 ,-120.031187 
https://images.drivebc.ca/bchighwaycam/pub/html/www/127.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/127.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/127.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=127,127,97,Southern Interior Region,Kelowna - N,"Highway 97 at Highway 33 in Kelowna, looking north on Highway 97.",,N,49.889277 ,-119.421082 
https://images.drivebc.ca/bchighwaycam/pub/html/www/128.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/128.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/128.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=128,128,1,Fraser Valley,Evans Road - E,"Highway 1 at Evans Road overpass near Chilliwack, looking east.",,E,49.143556 ,-121.977790 
https://images.drivebc.ca/bchighwaycam/pub/html/www/129.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/129.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/129.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=129,129,3,,Yahk,"Highway 3 at Highway 95 junction by the Yahk Weigh Scale, looking northeast.",,NE,49.075200 ,-116.141500 
https://images.drivebc.ca/bchighwaycam/pub/html/www/130.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/130.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/130.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=130,130,95A,,Kimberley,"Highway 95A at Black Bear Crescent about 3 km south of Kimberley, looking southwest.",,SW,49.660281 ,-115.967965 
https://images.drivebc.ca/bchighwaycam/pub/html/www/131.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/131.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/131.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=131,131,3,,Sparwood,"Highway 3 about 2 km west of the Alberta border at Sparwood Weigh Scale, looking southeast.",,SE,49.650191 ,-114.712819 
https://images.drivebc.ca/bchighwaycam/pub/html/www/132.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/132.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/132.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=132,132,93,,Radium Hot Springs northbound,"Highway 93/95 roundabout at Radium Hot Springs, looking northbound on Highway 95.",,N,50.621620 ,-116.071410 
https://images.drivebc.ca/bchighwaycam/pub/html/www/133.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/133.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/133.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=133,133,93,,Canal Flats,"Highway 93 at Burns Avenue, looking southbound.",,S,50.152585 ,-115.829664 
https://images.drivebc.ca/bchighwaycam/pub/html/www/134.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/134.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/134.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=134,134,16,,Port Edward - W,"Highway 16 at Port Edward Arterial Road, looking west.",,W,54.252322 ,-130.257814 
https://images.drivebc.ca/bchighwaycam/pub/html/www/135.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/135.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/135.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=135,135,1,Trans Canada Highway,Golden northbound,"Highway 1 at Highway 95 interchange, looking northbound along Highway 1.",,NW,51.307362 ,-116.966305 
https://images.drivebc.ca/bchighwaycam/pub/html/www/137.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/137.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/137.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=137,137,1,Vancouver Island,Bamberton - S,"Highway 1 south of Mill Bay Road Overpass at the Bamberton Park Entrance, looking south.",,S,48.601050 ,-123.535073 
https://images.drivebc.ca/bchighwaycam/pub/html/www/139.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/139.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/139.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=139,139,20,,Anahim Lake,"Highway 20 near Anahim Lake, about 140 km east of Bella Coola, looking west.",,W,52.461125 ,-125.315918 
https://images.drivebc.ca/bchighwaycam/pub/html/www/140.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/140.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/140.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=140,140,35,,Francois Lake Southbank Ferry Landing,"Highway 35 at Francois Lake Southbank Ferry Landing, looking north at ferry ramp.",,N,54.024886 ,-125.770267 
https://images.drivebc.ca/bchighwaycam/pub/html/www/141.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/141.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/141.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=141,141,16,,Red Pass,"Highway 16 about 27 km east of Tete-Jaune Junction and 40 km west of BC-Alberta border, looking east.",,E,53.007438 ,-119.059297 
https://images.drivebc.ca/bchighwaycam/pub/html/www/143.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/143.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/143.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=143,143,16,,Kitwanga - W,"Highway 16 at Highway 37 near Kitwanga, looking west on Highway 16.",,W,55.095972 ,-128.077026 
https://images.drivebc.ca/bchighwaycam/pub/html/www/144.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/144.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/144.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=144,144,37,,Onion Lake,"Highway 37S at Onion Lake Cross Country Ski trails, looking north.",,N,54.295274 ,-128.536025 
https://images.drivebc.ca/bchighwaycam/pub/html/www/146.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/146.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/146.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=146,146,16,,Kasiks,"Highway 16 at Kasiks resort area about 60 km west of Terrace, looking east.",'Images provided by Kitsumkalum an Original Tribe of the Tsimshian Nation & the Ministry of Transportation and Transit.',E,54.313227 ,-129.351600 
https://images.drivebc.ca/bchighwaycam/pub/html/www/151.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/151.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/151.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=151,151,37,,Dease Lake,"Highway 37 at Commercial Drive in Dease Lake, looking north on Highway 37.",,N,58.434792 ,-129.987607 
https://images.drivebc.ca/bchighwaycam/pub/html/www/152.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/152.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/152.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=152,152,99,Whistler to Lillooet,Wedge,"Highway 99 about 13 km north of Whistler at Riverside Drive, looking north.",,N,50.184662 ,-122.873938 
https://images.drivebc.ca/bchighwaycam/pub/html/www/155.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/155.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/155.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=155,155,1,Trans Canada Highway,Cache Creek,"Highway 1 at Collins Road, looking east on Highway 1/97.",,E,50.809962 ,-121.323781 
https://images.drivebc.ca/bchighwaycam/pub/html/www/156.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/156.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/156.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=156,156,5,,Wire Cache - N,"Highway 5 about 15 km south of Avola, looking north.",,N,51.683518 ,-119.422474 
https://images.drivebc.ca/bchighwaycam/pub/html/www/157.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/157.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/157.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=157,157,3,,Christina Lake - NW,"Highway 3 at East Lake Drive on east side of Christina Lake, looking northwest.",,NW,49.100702 ,-118.222612 
https://images.drivebc.ca/bchighwaycam/pub/html/www/158.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/158.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/158.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=158,158,3,,Salmo,"Highway 3 at Highway 6 junction, looking west on Highway 3.",,W,49.191599 ,-117.285259 
https://images.drivebc.ca/bchighwaycam/pub/html/www/159.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/159.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/159.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=159,159,1,Trans Canada Highway,Jack McDonald Snowshed - E,"Highway 1 about 46 km east of Revelstoke, looking east.",,E,51.201263 ,-117.745416 
https://images.drivebc.ca/bchighwaycam/pub/html/www/160.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/160.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/160.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=160,160,3B,,Rossland southound,"Highway 3B at Highway 22 near the Rossland Weigh Scale, southbound on Highway 22.",,W,49.078292 ,-117.815844 
https://images.drivebc.ca/bchighwaycam/pub/html/www/161.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/161.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/161.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=161,161,5,Coquihalla,Coquihalla Lakes - N,"Highway 5 about 61 km south of Merritt, looking north.",,N,49.614755 ,-121.047251 
https://images.drivebc.ca/bchighwaycam/pub/html/www/162.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/162.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/162.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=162,162,3,,Castlegar - E,"Highway 3 at 14 Avenue in Castlegar, looking east.",,E,49.288856 ,-117.661921 
https://images.drivebc.ca/bchighwaycam/pub/html/www/164.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/164.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/164.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=164,164,24,,Sheridan Lake - W,"Highway 24 about 63 km west of Little Fort, looking west.",,W,51.535057 ,-120.880698 
https://images.drivebc.ca/bchighwaycam/pub/html/www/165.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/165.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/165.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=165,165,97,Northern Region,Pine Pass,"Highway 97 north of Mackenzie Junction at Powder King access road, looking north.",'This camera is located in a remote area and relies on satellite for communications. As a result transmission delays may occur. Thank you for your understanding.',N,55.356047 ,-122.610831 
https://images.drivebc.ca/bchighwaycam/pub/html/www/166.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/166.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/166.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=166,166,97,Northern Region,Chetwynd - E,"Highway 97 about 9 km east of Chetwynd at Wabi Estates Road, looking east.",,E,55.678850 ,-121.530308 
https://images.drivebc.ca/bchighwaycam/pub/html/www/168.html,https://images.drivebc.ca/bchighwaycam/pub/cameras/168.jpg,https://images.drivebc.ca/bchighwaycam/pub/cameras/tn/168.jpg,https://images.drivebc.ca/ReplayTheDay/player.html?cam=168,168,13,Canada/US Border Crossing,Aldergrove / Lynden - N,"Canada/USA border crossing at Highway 13 and 0 Avenue, looking north.",,N,49.003641 ,-122.485042 
